Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1978","1978","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1979","1979","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1980","1980","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1981","1981","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1982","1982","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1983","1983","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1984","1984","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1985","1985","ha","95","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1985","1985","kg/ha","5263.2","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1986","1986","ha","145","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1986","1986","kg/ha","7586.2","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1987","1987","ha","145","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1987","1987","kg/ha","7586.2","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1988","1988","ha","125","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1988","1988","kg/ha","6400","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1989","1989","ha","145","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1989","1989","kg/ha","7586.2","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1990","1990","ha","105","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1990","1990","kg/ha","6666.7","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1991","1991","ha","104","I","Imputed value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1991","1991","kg/ha","5747.3","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1992","1992","ha","160","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1992","1992","kg/ha","8125","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1993","1993","ha","300","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1993","1993","kg/ha","4333.3","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1994","1994","ha","300","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1994","1994","kg/ha","3333.3","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1995","1995","ha","400","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1995","1995","kg/ha","2750","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1996","1996","ha","400","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1996","1996","kg/ha","3000","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1997","1997","ha","200","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1997","1997","kg/ha","6000","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1998","1998","ha","300","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1998","1998","kg/ha","4000","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1999","1999","ha","271","I","Imputed value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1999","1999","kg/ha","4460.6","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2000","2000","ha","275","I","Imputed value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2000","2000","kg/ha","4448.9","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2001","2001","ha","278","I","Imputed value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2001","2001","kg/ha","4441.4","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2002","2002","ha","281","I","Imputed value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2002","2002","kg/ha","4433.2","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2003","2003","ha","284","I","Imputed value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2003","2003","kg/ha","4424.5","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2004","2004","ha","285","I","Imputed value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2004","2004","kg/ha","4453.1","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2005","2005","ha","281","I","Imputed value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2005","2005","kg/ha","4587.7","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2006","2006","ha","279","I","Imputed value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2006","2006","kg/ha","4653.9","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2007","2007","ha","278","I","Imputed value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2007","2007","kg/ha","4719.9","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2008","2008","ha","276","I","Imputed value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2008","2008","kg/ha","4786","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2009","2009","ha","275","I","Imputed value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2009","2009","kg/ha","4854.3","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2010","2010","ha","273","I","Imputed value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2010","2010","kg/ha","4929.8","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2011","2011","ha","271","I","Imputed value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2011","2011","kg/ha","5005.9","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2012","2012","ha","248","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2012","2012","kg/ha","5645.2","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2013","2013","ha","270","I","Imputed value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2013","2013","kg/ha","5076.4","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2014","2014","ha","284","I","Imputed value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2014","2014","kg/ha","4868.7","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2015","2015","ha","286","I","Imputed value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2015","2015","kg/ha","4913.5","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2016","2016","ha","280","I","Imputed value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2016","2016","kg/ha","4974.1","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2017","2017","ha","280","I","Imputed value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2017","2017","kg/ha","5000","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2018","2018","ha","","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01329","Other citrus fruit, n.e.c.","2018","2018","ha","0","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01329","Other citrus fruit, n.e.c.","2019","2019","ha","0","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01329","Other citrus fruit, n.e.c.","2020","2020","ha","0","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01329","Other citrus fruit, n.e.c.","2021","2021","ha","0","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01329","Other citrus fruit, n.e.c.","2022","2022","ha","0","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01329","Other citrus fruit, n.e.c.","2023","2023","ha","0","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2018","2018","ha","0","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2019","2019","ha","0","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2020","2020","ha","0","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2021","2021","ha","0","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2022","2022","ha","0","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2023","2023","ha","0","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01449.90","Other oil seeds, n.e.c.","2018","2018","ha","550","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01449.90","Other oil seeds, n.e.c.","2019","2019","ha","640","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01449.90","Other oil seeds, n.e.c.","2020","2020","ha","1060","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01449.90","Other oil seeds, n.e.c.","2022","2022","ha","500","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01449.90","Other oil seeds, n.e.c.","2023","2023","ha","400","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","1961","1961","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","1962","1962","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","1963","1963","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","1964","1964","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","1965","1965","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","1966","1966","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","1967","1967","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","1968","1968","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","1969","1969","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","1970","1970","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","1971","1971","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","1972","1972","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","1973","1973","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","1974","1974","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","1975","1975","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","1976","1976","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","1977","1977","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","1978","1978","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","1979","1979","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","1980","1980","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","1981","1981","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","1982","1982","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","1983","1983","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","1984","1984","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","1985","1985","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","1986","1986","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","1987","1987","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","1988","1988","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","1989","1989","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","1990","1990","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","1991","1991","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","1992","1992","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","1993","1993","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","1994","1994","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","1995","1995","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","1996","1996","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","1997","1997","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","1998","1998","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","1999","1999","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","2000","2000","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","2001","2001","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","2002","2002","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","2003","2003","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","2004","2004","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","2005","2005","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","2006","2006","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","2007","2007","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","2008","2008","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","2009","2009","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","2010","2010","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","2011","2011","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","2012","2012","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","2013","2013","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","2014","2014","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","2015","2015","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","2016","2016","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","2017","2017","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","2018","2018","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","2019","2019","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","2020","2020","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","2021","2021","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","2022","2022","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01709.90","Other pulses n.e.c.","2023","2023","ha","","M","Missing value (data cannot exist, not applicable)",""
